sbb,sebab
protein,protein
I,saya
dh,sudah
Rasa,Rasa
xsdp,tidak sedap
pg,peergi
gym,gimnasium
xamik,tidak ambil
protein.,protein.
Haha,Haha
so,jadi
bsk,esok
pg,pagi
kot,agaknya
buat,buat
kaki,kaki
ke.,sajakah.
Protein,Protein
next,depan
week,minggu
bru,baru
smpi.,sampai
seronokler,seronoklah
hahaha,hahaha
hahaha,hahaha
tuler,itulah
psl,pasal
dhler,sudahlah
dkt,dekat
rumah,rumah
ni,ini
hehe,hehe
hahahaha,hahahaha
gila,gila
tau,tahu
Gmbr,Gambar
aku,aku
dkt,dekat
jack,Jack
kne,kena
buang,buang
woiiii,woi
mne,mana
ada,ada
inappropriate!!,tidak sesuai!
Haha,Haha
kenapa?,kanapa?
smpi2,sampai-sampai
madam,Puan
muka,muka
dh,sudah
masam,masam
mencuka,mencuka
pastu,lepas itu
mrh2,marah-marah
trus,terus
keluar,keluar
class,kelas
bole,boleh
je,saja
:),:)
u,awakkah?
ke?,awakkah?
yeker,yakah
dkt,dekat
coco,coco
College,Kolej
mls,malas
betul,betul
dtg,datang
class,kelas
if,kalau
cuma,cuma
1,1
class,kelas
je.,saja.
Pg,Pagi
td,tadi
class,kelas
cancel.,batal.
Huu.,Huu
try,cuba
ape,apa
tu?,itu?
hehe,hehe
:),:)
buat,buat
ape,apa
nk,hendak
sombong2,sombong-sombong
hahaha.,hahaha.
Trplglah.,Terpulanglah.
Masing2,Masing-masing
ada,ada
perception,pendapat
masing2,masing-masing
:),:)
hehe,hehe
malu,malu
:),:)
hahahah,hahahah
air,air
sirap,sirap
hahaha,hahaha
xdela,tidak adalah
sgt.,sangat.
Dh,sudah
hbs,habis
dh,sudah
reply,balas
dh,sudah
brekafast,sarapan
dh,sudah
:),:)
hahaha,hahaha
biasalah,biasalah
tmpt2,tempat-tempat
gitu,begitu
class,kelas
ptg,petang
:),:)
hahah,hahah
xde,tiada
punya2,punya-punya
pn,pun
hahah,hahah
xpn,tidak pun
layan,layan
gitu,begitu
je,saja
hot,panaskah
ke,panaskah
masalahnya,masalahnya
hahaha,hahaha
xdpt,tidak dapat
hahaha.,hahahaha.
Bukit,bukit
beruntung,beruntung
bgn2,bangun-bangun
n,dan
breakfast,sarapan
hahaha,hahaha
betul,betul
hehe,hehe
kekadang,kadang-kadang
jer,saja
suka,suka
bngn,bangan
pagi,pagi
org,oarng
diet,diet
kene,kena
makan.,makan.
Haha,Haha
Pg2,Pagi-pagi
bkk,buka
"Jack,d","Jack,sudah"
penuh,penuh
inbox.,simpanan.
Hahahahaha,Hahahaha
semalam,semalam
aku,aku
masak,masak
kekwat,mengada-ngada
xnk,tidak hendak
mkn,makan
nasi.,nasi.
seronok,seronok
gk,jugalah
ar,jugalah
sbb,sebab
mls,malas
,hendak
bgn,bangun
pagi.,pagi.
xda,tiada
masa,masa
nk,hendak
fikir,fikir
berkasih-kasihan,berkasih-kasihan
hahaha,hahaha
dkt,dekat
mne,mana
tu,itu
Mana,Mana
nk,hendak
cri,cari
aku,aku
dh,sudah
hbs,habis
pg,pagi
mcmlah,macam lah
u,awak
,tidak sekolah
haha,haha
hahahah,hahahah
tu,itu
lain,lain
tu,itu
he,dia
lives,tinggal
in,di
las,Las
vegas.,Vegas
trplg,terpulang
pd,pada
u.,kamu.
Dh,Sudah
brape,berapa
KG,kilogram
u,kamu
turun?,turun?
corporate,korporat
comm,komunikasi
no,tidak
a,seorang
guy.,lelaki.
Bacalah,Bacalah
glam,Glam
lelaki,Lelaki
oct.,Oktober
great.,bagus.
sd2,SD2
works,berkesan
on,pada
ur,badan
body?,kamu?
beb,kawan
bsk,esok
class,kelas
pg,pagi
n,dan
ptg,petang
haha,haha
xselaku,tidak selaku
u.,kamu.
Cumel,Comel
gebu,gebu
thu,tahukah
ckp,cakap
psl,pasal
ape,apa
beb,kawan
,hahah
tp,tapi
I,saya
tdk,tidak
berpunya.,berpunya.
Glad,Gembira
u,awak
remember,ingat
I,saya
said.,katakan
Yg,Yang
dlu,dulu
xlaku,tidak laku
yg,yang
skrg,sekarang
pn,pun
xlaku.,tidak laku.
Cmne,macam mana
tu,itu
haah,hah
baca,baca
magazine,majalah
gmbr,gambar
scandal,skandal
xpe.,tidak apa.
Haha,Haha
gmbr,gambar
kontroversi,kontroversi
jgn,jangan
hahaahha,hahahaha
Tersentap,Tersentap
aku,aku
baca,baca
bila,bila
anak,anak
org,orang
islam,Islam
ditanya,ditanya bagaimana
u,kamu
like,ingin
die?,mati?
Jwpnnya,Jawapannya
pool,kolam renag
party,parti
at,di
las,Las
vegas.,Vegas.
Erkkk,Erkkk
Mls,Malas
nk,hendak
tweet2,tweet
ltk,letak
gmbr2,gambar-gambar
kontroversi,kontroversi
mcm,macam
dlu,dulu
dh.,sudah.
Skrg,Sekarang
menjaga,menjaga
adap,adab
ketatasusilaan,ketatasusilaan
je.,saja.
Haha,Haha
xde2,tiada-tiada
semua,semua
jadual,jadual
kerja,kerja
telah,telah
dibuat,dibuat
hehe,hehe
U,Awak
got,mempunyai
a,seorang yang
wonderful,"baik,"
super,sangat
husband.,suami
Xyh,tidak payah
marah2,marah-marah
maafkan,maafkan
saja,sajakan
kn,sajakan
sng,senang
cerita.,cerita.
Haha,Haha
betul2,betul-betul
hahaha.,hahaha.
Mmglah,Memanglah
xsama,tidak sama
knw,tahu
y.,mengapa.
But,Tetapi
I,saya
picture,gambarkan
nadiyaa,Nadiyaa
nisa,
Adam,Adam
pnya,punya
Just,
erkkk,erkkk
wangsawalk,WangsaWalk
jgk,juga
dpt,dapat
name,nama
wah2,wah-wah
haha,haha
bkn,bukan
sbb,sebab
taste,citarasa
ke,atau
xtaste,tidak citarasa
tp,tapi
mmg,memang
anggap,anggap
kwn,kawan
je,saja
hahaha.,hahaha.
Bkn,Bukan
Bru,Baru
jmpe,jumpa
sekali,sekali
dh,sudah
rindu2.,rindu-rindu.
Ishh,Ishh
xnklah,tidak hendaklah
cmtu.,macam itu.
Xda,Tiada
hati,hati
dn,dan
perasaan,perasaan
lnsg,langsung
sama,sama
kamu.,kamu.
Bkn,Bukan
xsudi,tidak sudi
nk,hendak
jmpe.,jumpa.
Mse,Masa
tuk,untuk
dri,diri
sndri,sendiri
pn,pun
xda.,tiada.
So,Jadi
bila,bila
ada,ada
masa,masa
aku,aku
cuma,cuma
nk,hendak
berehat,berehat
seorang,seorang
diri,diri
n,dan
do,lakukan
my,aku.
thing.,kerja
hahaha.,hahaha.
No2,tidak-tidak
I,saya
xsuka,tidak suka
semua,semua
tu,itu
bernilai,bernilai
nnt,nanti
haha,haha
hehehe,hehehe
dh,sudah
hbs,habis
dh,sudah
hahaha,hahaha
I,saya
pn,pun
xthu,tidak tahu
rumah,rumah
u,awak
syg,sayang
jgk.,juga.
Haha,Haha
sbb,sebab
mostly,kebanyakannya
glam,Glam
n,dan
Eh.,Eh.
Cover,Muka hadapan
cantik2,cantik-cantik
simpan,simpan
lama2,lama-lama
nnt,nanti
jd,jadi
vintage,barang antik
haah,haha
mmg,memang
bnyk,banyak
pn,pun
hehe,
hehe,hehe
kms,kemas
pn,pun
sme,sama
jgk,juga
hehe,hehe
dtgler,datanglah
amik,ambil
Aku,Aku
sebenarnya,sebenarnya
rimas,rimas
semak,semak
gini,begini
silalah,silalah
jemput,jemput
hahaha,hahaha
masak,masak
utk,untuk
diri,diri
sndri,sendiri
bolehler,bolehlah
hehe,hehe
Masak,Masak
memasak.,memasak.
Sup,Sup
tauhu,tauhu
taugeh,taugeh
n,dan
kentang,kentang
rebus.,rebus.
N,Dan
daging,daging
goreng,goreng
just,cuma
a,seorang
human.,manusia.
U,Kamu
not,bukan
Allah.,Allah.
u,kamu
judge,menghakimi
person,orang
TRUE,sejati
muslim,muslim
not?,tidak?
hehe,hehe
bagus2,bagus-bagus
u,kamu
not,bukan
Allah.,Allah.
Only,Hanya
Allah,Allah
can,boleh
judge,menilai
bwk2,bawa-bawa
mengucap,mengucap
siapa,siapa
kita,kita
nak,hendak
menilai,menilai
mereka.,mereka.
Awak,Awak
bukan,bukan
Tuhan.,Tuhan.
hahaha,hahaha
xda2.,tiada-tiada.
Rahsia,Rahsia
Janet,Janet
jackson,Jackson
is,telah
married,berkahwin
arab,arab?
billionaire?,jutawan
So,Jadi
she's,beliau
a,seorang
muslim,Muslim
now?,sekarang?
Alhamdulilah,Alhamdulillah
funny,kelakar
a,suatu yang
simple,ringkas
common,am
sense,pengetahuan
can,boleh
considered,dianggap
Nice,baik
excuse.,Alasan
null,yang
null,yang
sila,sila
ke,ke
laman,laman
u,youtube
tube,youtube
haha,haha
hahaha,hahaha
do,buat
lah,semualah
haha,haha
yes,ya
always.,selalu
xdela,tidak adalah
sedap.,sedap.
Haahah,Hahaha
Dh,Sudah
lme,lama
xpgy,tidak pergi
gym.,gimnasium.
Angkt,Angkat
pn,pun
ringan2,ringan-ringan
je.,saja.
Kasi,Bagi
time,masa
dlu,dulu
warm,panaskan badan
up.,panaskan badan
When,Apabila
be,menjadi
passive,pasif
I,saya
be,menjadi
n,dan
participate.,turut-serta.
Why,Mengapa
stay,tinggal
in,di dalam
cave,gua
u,kamu
can,boleh
go,pergi
out,keluar
n,dan
explore,jelajah
new,baru?
mengeletis,mengeletis
nk,hendak
karok,karaoke
haha,haha
hahaha,hahaha
xsdpppp,tidak sedap
haha,haha
malas,malas
knelah,kenalah
rajin.,rajin
Adoi,Adoi
rasa,rasa
cm,macam
nk,hendak
melontarkan,melontarkan
vocal,vokal
yg,yang
xseberapa,tidak seberapa
ni,ini
plak,pula
hahaha.,hahaha.
Adoi,Adoi
mengeletis,mengeletis
ni,ini
more,lebih
protein,protein
n,dan
carbs,karbohidrat
n,dan
work,buat latihan
outtttt,buat latihan
Kekasihku,Kekasihku
hanya,hanya
aku,aku
yang,yang
memuja,memuja
sisa,sisa
cinta,cinta
ini..,ini...
Seandainya,Seandainya
ombak,ombak
laut,laut
surut,surut
lagi,lagi
aku,aku
pergi..,pergi...
Lalala,Lalala
yer,ya
thu.,tahu.
Xmnkin,Tidak mungkin
jeeb,Jeeb
msksd,maksudkan
kan,maksudkan
haha,haha
hahaha.,hahaha.
Xpe2,Tidak apa tidak apa
give,bagi
me,saya
time.,masa
hehehe.,hehehe.
Same,sama
kan2,bukan itu
hahaha,hahaha
biasa,biasa
je,saja
oink,oink
oink,oink
oink,oink
kenelah,kanalah
kn,aktifkan
diri,diri
hahaha.,hahaha.
Lbh,lebih
krg,kurang
Bru,Baru
today,hari ini
ada,ada
masa.,masa.
Walaupun,Walaupun
pnt,penat
dkt,dekat
college,kolej
td,tadi
haha,haha
mne,mana
u,awak
thu,tahu
babi,babi
tgh,tengah
mkn?,makan?
yes,ya
xpe2,tidak mengapa
I,saya
will,akan
be,
Haha,Haha
bahan,bahanlah
asik2,asyik-asyik
muka,muka
aku,aku
je,saja
yg,yang
join,sertai
event,acara
kt,dekat
college,kolej
haha,haha
babiiiiii,babi
sangat,sangat
hahaha,hahaha
ya,ya
I,saya
knw.,tahu.
Sakit,sakit
lately,kebelakangan ini
demam,demam
semua,semua
xdpt,tidak dapat
pg,pergi
gym,gimnasium
selera,selera
mkn,makan
pn,pun
kurang.,kurang.
Bz,sibuk
dgn,dengan
college,kolej
lg.,lagi.
No,Tiada
time,mada
gym.,gimnasium.
hahah,hahahakan
kan,hahahakan
babi,babi
jgk,juga
yg,yang
dipersalahkn,dipersalahkan
dlm,dalam
segala,segala
hal,hal
sng,senang
sgt.,sangat.
Stop,Berhenti
amik,ambil
protein,protein
stop,berhenti
work,buat latihan
out,buat latihan
kurus,kuruslah
lah,kuruslah
I.,saya.
Haha,Haha
Asik,Asyik
kne,kena
bahan,bahan
je,saja
td,tadi
dalam,dalam
Adoiii,Adoi
haha,haha
jam,jam
ada,ada
nggak?,tidak?
Aku,Aku
dh,sudah
kurus.,kurus.
Muscle,otot
dh,sudah
shrink,kecut
lme,lama
ni,ini
nii,ini
ni.,ini.
pon,pun
wrna,warna
xtebal,tidak tebal
xnipis,tidak nipis
sngat,sangat
kecik,kecil
cantek,cantik
